id,text_final,target_category,prioridade
186,problemas de conectividade o usuario relatar ter dificuldade intermitente na ligacao a rede interna afetar o acesso ao aplicativo basico do trabalho,Acesso,Baixa
187,baixo volume da tela o volume do meu monitor esta muito baixo tentar aumentar lo no menu de configuracoes mas o resultado e insuficiente para visualizar conteudo claramente,Hardware,Baixa
188,problema de conexao semelhante funcionario relatar problemas intermitentes ao tentar se conectar a internet mas as tarefas onlinar nao sao afetar,Acesso,Baixa
189,roteador nao conectar a internet o roteador da casa esta funcionando mas o computador e os smartphones conseguir acessar apenas alguns sites todos as outras aplicacoes onlinar estao indisponiveis,Rede,Alta
190,atendimento ao cliente de it apronte se estamos indisponivel esta semana,Infraestrutura,Baixa
191,rede ip cair constantemente ocorrer frequentes quedas de rede que impedir o uso do internet na nossa empresa isso esta afetar as operacoes e a comunicacao em tempo real,Rede,Alta
192,dificuldade na conexao wi fi ha uma intermitencia no sinal de internet causar problemas ao usar o computador para trabalhar,Rede,Baixa
193,som de ping alto a frequencia dos sinais ping esta aumentar causar atrasos no trafego da internet,Rede,Media
194,problemas de conectividade vpn ocorrer interrupcoes frequentes ao tentar usar o servico vpn impedir o acesso seguro a internet corporativa,Rede,Media
195,problema intermitente na conexao wi fi ocorrer algumas vezes desconexao no meu roteador afetar a internet e o trabalho remoto,Comunicação,Baixa
196,problema de login funcionario relatar dificuldade em utilizar o sistema mas ja tentar passar pelo processo padrao,Acesso,Baixa
197,problema na navegacao da pagina estou tentar encontrar informacoes sobre o processo de solicitacao em ingles no site mas nao consigo achar nenhuma opcao para pesquisa por texto apenas icones e menus desaparecer quando passo o mouse,Comunicação,Baixa
198,fonte usb nao funcionar a fonte usb que uso no laptop parar de fornecer energia ainda consigo conectar outros dispositivos,Hardware,Baixa
199,ressurgimento da maquina eu notei que o computador esta reiniciando sozinho isso acontecer ocasionalmente e parecer nao haver um padrao especifico para quando isso ocorrer,Hardware,Baixa
200,acesso restrito a rede funcionarios da unidade xyz estao enfrentar problemas intermitentes de conexao para acessar o servidor central resultar em atrasos no trabalho e comunicacao,Infraestrutura,Media
201,lampar led desligar sozinha a luz da minha lampada led pegar fogo e depois se apagar nao ha alarme ou sinais de risco imediato mas preciso saber como resolver isso,Hardware,Baixa
202,grupo de servidores indisponivel sao necessarios reparos imediatos nos servidores do departamento isso esta afetar a disponibilidade dos sistemas criticos e tem causar interrupcoes na produtividade,Acesso,Alta
203,problemas ao abrir email o cliente nao conseguir abrir os emails recebir mesmo quando sao de pequeno tamanho o problema aparecer em diferentes aplicativos e navegadores,Comunicação,Baixa
204,motorola moto g sem sinal meu telefone motorola moto g nao conseguir manter o sinal para ligacoes nem conectar se ao wi fi apos a ultima atualizacao do sistema operacional e reinicia lo varias vezes ainda assim enfrento problemas de rede,Hardware,Baixa
205,ajustar resolucao ha problemas na exibicao da tela acreditar que o monitor esta configurar incorretamente pois a imagem parecer distorcido,Hardware,Baixa
206,problemas ao enviar anexo via slack tentar adicionar imagens grandes no slack mas o sistema esta bloqueando precisar de ajuda para resolver,Comunicação,Alta
207,e mail nao responder o e mail enviar ao departamento de atendimento contar um anexo mas o destinatario ainda nao confirma receber,Comunicação,Baixa
208,por favor atualizar drivers de graficos o cliente esta experimentar desaceleracao no sistema durante o uso do programa ele suspeitar que os drivers da placa grafica precisar ser atualizar,Acesso,Baixa
209,luz led no mouse o cursor do meu mouse esta tracar as bordas da tela mas nao o ponteiro ja limp a superficie e troquei os baterias,Hardware,Baixa
210,reparo de monitor funcionario relatar que o monitor da unidade esta desligar aleatoriamente sempre estava em boas condicoes mas ha uma tendencia recente dessa interrupcao,Acesso,Baixa
211,problema de conexao funcionario informar que nao conseguir se conectar a internet no escritorio e ja verificar a fiacao da rede,Acesso,Baixa
212,problemas de conexao wifi o usuario relatar que nao conseguir se conectar a rede sem fio em seu laptop apesar da configuracao parecer correta,Acesso,Media
213,somar na rede sem sucesso ocorrer problemas de soma dentro da empresa acontecer quando o sistema e usar por mais do que duas pessoas simultaneamente,Rede,Baixa
214,dificuldade na consulta do banco sempre que executor uma consulta no nosso sistema receber um erro timeout acontecer desde a ultima atualizacao de nossos indices,Banco de Dados,Media
215,somente o numero eu recebi uma ligacao de telemarketing mas so querer falar sobre meus planos para um projeto em maos o que poder fazer,Comunicação,Baixa
216,banco de dados sincronizacao demorar os usuarios estao relatar problemas significativos ao sincronizar os bancos de dados com o novo sistema o processo levar mais tempo do que o esperar causar atrasos no trabalho dos analistas,Banco de Dados,Media
217,somente o roteador wi fi funcionar o meu computador nao conseguir conectar ao redor do quarto mas apenas quando estiver diretamente perto da tomada outros dispositivos parecer funcionar sem problemas,Rede,Baixa
218,erro de login o usuario xyz nao conseguir logar devido a mau funcionamento do aplicativo solicitar assistencia imediata para recuperacao da senha,Acesso,Alta
219,motorola moto g nao responder meu telefone motorola moto g que ter ha um ano e meio parar de receber chamadas ou mensagens nao esta responder nem com o som do toque,Hardware,Alta
220,inicio de sessao falhar funcionario nao conseguir iniciar sessaor erro nenhuma conexao poder ser estabelecer porque a maquina de destino especificar rejeitar a solicitacao tcp contrariar,Acesso,Alta
221,mouse sem resposta o mouse nao esta responder ao cursor do computador tentar liga lo e desligar novamente mas o problema persistir,Hardware,Baixa
222,problemas ao abrir laptop eu tentar ligar meu notebook mas nada acontecer ainda esta conectado e em plena bateria,Hardware,Baixa
223,problemas no banco de dados funcionario relatar que esta tendo dificuldade para iniciar sessoes do banco de dados devido a uma mensagem de erro intermitente,Acesso,Baixa
224,som barulhento no monitor o meu monitor esta produzir zumbido estranhos o som e distante e interrompe a concentracao durante o trabalho,Hardware,Baixa
225,solucao de nuvem ausente funcionario relatar que nao conseguir acessar o banco de dados da empresa no ambiente cliente devido a possiveis problemas com os servicos de hospedagem,Acesso,Baixa
226,sistema de reservacao onlinar mal funcionar funcionario relatar que esta ter problemas ao tentar fazer uma reserva ver site apesar da ativacao do sistema e dos ultimos patches,Acesso,Baixa
227,alta demanda de rede a conexao da empresa a internet esta sofrer atrasos frequentes durante os horarios pico afetar a produtividade dos trabalhadores,Infraestrutura,Media
228,computador sem resposta sempre que tentar ligar o computador ele nao acender nem um unico indicador de energia ajustei a tomada e tambem verifiquei outros dispositivos em proximidade com sucesso,Hardware,Alta
229,aplicativo x nao reconhecer dispositivos moveis o aplicativo instalar no meu telefone android falha ao detectar a presenca de um segundo telefone impedir interacoes entre os dois,Comunicação,Media
230,lixeira externa nao funcionar a lixeira estoura e nada acontecer quando trato de conserta la inicialmente acreditar que poder ser um problema com os cabos ou o interruptor interno,Hardware,Baixa
231,som de vento interromper o sinal ocorrer uma distorcao aguda e frequente no som do wi fi que parecer ser causar por um ventilador proximo afetar a estabilidade da conexao,Rede,Baixa
232,conexao wi fi instavel ocorrer falha recorrente no servico de internet corporativo causar interrupcoes frequentes durante o horario pico,Infraestrutura,Alta
233,sistema crm desligar o sistema de gestao da clientela crm apresentar se offlinar sem explicacao incomodar a atendimento ao cliente,Infraestrutura,Baixa
234,ligacao de voz intermitente a ligacao de voz entre o telefone e o computador esta frequentemente quebrar causar problemas para comunicacoes importantes,Rede,Baixa
235,grande consulta bloquear a grande consulta que dever gerar o relatorio anual esta atascada e nao responde mais impedir a entrega do documento aos clientes,Banco de Dados,Alta
236,email nao conseguir enviar estou tentar mandar e mails do outlook mas o cliente esta impedindo de abrir mensagens recebidas,Comunicação,Baixa
237,placar grafica travar a placa de video da minha maquina trar sempre que tentar iniciar um jogo o computador inicializa normalmente mas o problema surgir durante a ativacao dos jogos,Hardware,Media
238,suspeita sobre o monitor o display esta exibir artefatos claros e distorcoes ajustei as configuracoes de resolucao mas nao haver melhoria,Hardware,Media
239,login falhar funcionario tentar usar senha antiga e nao conseguir logar no sistema segundo o usuario a conta dever estar ativa,Acesso,Baixa
240,sistema de vendas lento funcionario relatar que o tempo necessario para atualizar as informacoes dos clientes no sistema e consideravelmente prolongar causar uma dificuldade minima na gestao diaria das transacoes,Acesso,Baixa
241,problemas de conexao sem fio o cliente ter dificuldade intermitente na ligacao do wi fi ocorrer uma vez ou duas vezes ao dia geralmente durante a troca da banda,Rede,Media
242,incapacidade de autenticar no aplicativo o cliente notar que nao conseguir logar na conta devido a um possivel erro em seu nome de usuario,Acesso,Baixa
243,fone usb sem conectar o meu fone de ouvir nao esta se reconectar ao computador ate agora tentar reinicia lo e verificar as portas do cabo mas nada acontecer,Hardware,Media
244,wi fi instavel ola estou ter problemas intermitentes com o meu wi fi ele ficar lento e as vezemplo algumas aplicacoes nao conseguir se conectar,Rede,Baixa
245,luz led no monitor nao ativa o computador esta ligar mas o monitor permanecer sem brilhar tentar trocar para uma outra placa lcd com sucesso,Hardware,Baixa
246,lapto trar ao ligar ola meu laptop nao liga quando tento iniciar lo o monitor mostrar somente uma luz verde e nada mais acontecer,Hardware,Media
