id,text_final,target_category
199,ressurgimento da maquina eu notei que o computador esta reiniciando sozinho isso acontece ocasionalmente e parece nao haver um padrao especifico para quando isso ocorre,Hardware
200,acesso restrito a rede funcionarios da unidade xyz estao enfrentando problemas intermitentes de conexao para acessar o servidor central resultando em atrasos no trabalho e comunicacao,Infraestrutura
201,lampada led desligando sozinha a luz da minha lampada led pega fogo e depois se apaga nao ha alarme ou sinai de risco imediato ma preciso saber como resolver isso,Hardware
202,grupo de servidores indisponivel sao necessarios reparos imediatos no servidores do departamento isso esta afetando a disponibilidade do sistemas criticos e tem causado interrupcoes na produtividade,Acesso
203,problemas ao abrir email o cliente nao consegue abrir o email recebidos mesmo quando sao de pequeno tamanho o problema aparece em diferentes aplicativos e navegadores,Comunicação
204,motorola moto g sem sinal meu telefone motorola moto g nao consegue manter o sinal para ligacoes nem conectar se ao wi fi apos a ultima atualizacao do sistema operacional e reinicia lo varias vezes ainda assim enfrento problemas de rede,Hardware
205,ajustando resolucao ha problemas na exibicao da tela acredito que o monitor esta configurado incorretamente poi a imagem parece distorcida,Hardware
206,problemas ao enviar anexo via slack tentei adicionar imagens grandes no slack ma o sistema esta bloqueando precisa de ajuda para resolver,Comunicação
207,e mail nao responde o e mail enviado ao departamento de atendimento contem um anexo ma o destinatario ainda nao confirma recebido,Comunicação
208,por favor atualize driver de graficos o cliente esta experimentando desaceleracao no sistema durante o uso do programa ele suspeita que o driver da placa grafica precisam ser atualizados,Acesso
209,luz led no mouse o cursor do meu mouse esta tracando a bordas da tela ma nao o ponteiro ja limpei a superficie e troquei o baterias,Hardware
210,reparo de monitor funcionario relatum que o monitor da unidade esta desligando aleatoriamente sempre estava em boa condicoes ma ha uma tendencia recente dessa interrupcao,Acesso
211,problema de conexao funcionario informa que nao consegue se conectar a internet no escritorio e ja verificou a fiacao da rede,Acesso
212,problemas de conexao wifi o usuario relatum que nao consegue se conectar a rede sem fio em seu laptop apesar da configuracao parecer correta,Acesso
213,somando na rede sem sucesso ocorre problemas de soma dentro da empresa acontece quando o sistema e usado por mais do que duas pessoas simultaneamente,Rede
214,dificuldade na consulta do banco sempre que executo uma consulta no nosso sistema recebo um erro timeout acontece desde a ultima atualizacao de nossos index,Banco de Dados
215,somente o numero eu recebi uma ligacao de telemarketing ma so quero falar sobre meus plano para um projeto em mao o que posso fazer,Comunicação
216,banco de dado sincronizacao demorada o usuarios estao relatando problemas significativos ao sincronizar o bancos de dado com o novo sistema o processo lev mais tempo do que o esperado causando atrasos no trabalho do analistas,Banco de Dados
217,somente o roteador wi fi funciona o meu computador nao consegue conectar ao redor do quarto ma apenas quando estiver diretamente perto da tomada outros dispositivos parecem funcionar sem problemas,Rede
218,erro de login o usuario xyz nao consegue logar devido a mau funcionamento do aplicativo solicita assistencia imediata para recuperacao da senha,Acesso
219,motorola moto g nao responde meu telefone motorola moto g que tenho ha um ano e meio parou de receber chamadas ou mensagens nao esta respondendo nem com o som do toque,Hardware
220,inicio de sessao falhou funcionario nao consegue iniciar sessao erro nenhuma conexao pode ser estabelecida porque a maquina de destino especificada rejeitou a solicitacao tcp contraria,Acesso
221,mouse sem resposta o mouse nao esta respondendo ao cursor do computador tentei liga lo e desligar novamente ma o problema persiste,Hardware
222,problemas ao abrir laptop eu tentei ligar meu notebook ma nada acontece ainda esta conectado e em plenum bateria,Hardware
223,problemas no banco de dado funcionario relatou que esta tendo dificuldade para iniciar sessoes do banco de dado devido a uma mensagem de erro intermitente,Acesso
224,som barulhento no monitor o meu monitor esta produzindo zumbidos estranhos o som e distante e interrompe a concentracao durante o trabalho,Hardware
225,solucao de nuvem ausente funcionario relatum que nao consegue acessar o banco de dado da empresa no ambiente cliente devido a possiveis problemas com o servicos de hospedagem,Acesso
226,sistema de reservacao online mal funcionando funcionario relatum que esta tendo problemas ao tentar fazer uma reserva via site apesar da ativacao do sistema e do ultimos patch,Acesso
227,alta demanda de rede a conexao da empresa a internet esta sofrendo atrasos frequentes durante o horarios pico afetando a produtividade do trabalhadores,Infraestrutura
228,computador sem resposta sempre que tento ligar o computador ele nao acende nem um unico indicador de energia ajustei a tomada e tambem verifiquei outros dispositivos em proximidade com sucesso,Hardware
229,aplicativo x nao reconhece dispositivos moveis o aplicativo instalado no meu telefone android falha ao detectar a presenca de um segundo telefone impedindo interacoes entre o doi,Comunicação
230,lixeira externa nao funcionando a lixeira estoura e nada acontece quando trato de conserta la inicialmente acreditei que poderia ser um problema com o cabos ou o interruptor interno,Hardware
231,som de vento interrompendo o sinal ocorre uma distorcao aguda e frequente no som do wi fi que parece ser causada por um ventilador proximo afetando a estabilidade da conexao,Rede
232,conexao wi fi instavel ocorreu falha recorrente no servico de internet corporativo causando interrupcoes frequentes durante o horario pico,Infraestrutura
233,sistema crm desligado o sistema de gestao da clientela crm apresentou se offline sem explicacao incomodando a atendimento ao cliente,Infraestrutura
234,ligacao de voz intermitente a ligacao de voz entre o telefone e o computador esta frequentemente quebrada causando problemas para comunicacoes importantes,Rede
235,grande consulta bloqueada a grande consulta que deve gerar o relatorio anual esta atascada e nao responde mais impedindo a entrega do documento aos clientes,Banco de Dados
236,email nao consegue enviar estou tentando mandar e mail do outlook ma o cliente esta impedindo de abrir mensagens recebidas,Comunicação
237,placa grafica travando a placa de video da minha maquina trava sempre que tento iniciar um jogo o computador inicializa normalmente ma o problema surge durante a ativacao do jogos,Hardware
238,suspeita sobre o monitor o display esta exibindo artefatos claro e distorcoes ajustei a configuracoes de resolucao ma nao houve melhoria,Hardware
239,login falhou funcionario tentando usar senha antiga e nao conseguiu logar no sistema segundo o usuario a conta deveria estar ativa,Acesso
240,sistema de vendas lento funcionario relatum que o tempo necessario para atualizar a informacoes do clientes no sistema e consideravelmente prolongado causando uma dificuldade minimum na gestao diaria da transacoes,Acesso
241,problemas de conexao sem fio o cliente tem dificuldade intermitente na ligacao do wi fi ocorre uma vez ou duas vezes ao dia geralmente durante a troca da banda,Rede
242,incapacidade de autenticar no aplicativo o cliente notou que nao consegue logar na conta devido a um possivel erro em seu nome de usuario,Acesso
243,fone usb sem conectar o meu fone de ouvido nao esta se reconectando ao computador ate agora tentei reinicia lo e verificar a porta do cabo ma nada aconteceu,Hardware
244,wi fi instavel ola estou tendo problemas intermitentes com o meu wi fi ele fica lento e a vezemplo algumas aplicacoes nao conseguem se conectar,Rede
245,luz led no monitor nao ativa o computador esta ligando ma o monitor permanece sem brilhar tentei trocar para uma outra placa lcd com sucesso,Hardware
246,lapto trava ao ligar ola meu laptop nao liga quando tento inicia lo o monitor mostra somente uma luz verde e nada mais acontece,Hardware
247,sistema de pagamento bloqueado funcionario relatou que nao consegue fazer um saque e suspeita algum problema no sistema do banco ma ainda esta com o cartao em seu bolso,Acesso
248,mudanca na senha por favor me ajude a alterar minha senha no computador de trabalho tenho notado que ela esta expirando e quero atualiza la sem problemas,Hardware
249,perfil de rede desligado todos o dispositivos estao conectados a internet ma o roteador parece ter um problema a interface web do aparelho mostra que seu perfil esta inativo e nao consigo acessar a configura employee id 21546789 para ativa lo,Rede
250,laptop traz calor excessivo a temperatura do meu laptome impede o uso normal ha uma sensacao de quente quando esta em cima ma sem vento ou perda de funcionalidade,Hardware
251,problema acessando site eu nao consigo me conectar ao site da empresa o erro e 403 forbidden,Comunicação
252,laptop resfriando excessivamente o meu laptop esta super aquecendo mesmo que nao estou usando aplicativos intensivos preciso de conselhos para resolver isso,Hardware
253,email intermitente a mensagem de email nao envia consistentemente atrasando na entrega esta causando preocupacao no meu trabalho,Comunicação
254,som ausencia no laptop ha algumas horas o som do computador comeca a ter uma distorcao nao alterei configuracoes de audio e ja limpei o alto falantes internos,Hardware
